NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	Details ...	38	0.62722147	2.2570968	0.0	0.0	0.0	4293	tags=68%, list=21%, signal=86%	
KEGG_MEDICUS_REFERENCE_COPI_VESICLE_FORMATION	KEGG_MEDICUS_REFERENCE_COPI_VESICLE_FORMATION	Details ...	22	0.7182287	2.2308316	0.0	1.1666666E-4	0.001	2812	tags=68%, list=14%, signal=79%	
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	Details ...	35	0.6325045	2.2119908	0.0	1.0769231E-4	0.001	4293	tags=74%, list=21%, signal=94%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	Details ...	35	0.63794893	2.2039135	0.0	1.0E-4	0.001	4293	tags=74%, list=21%, signal=94%	
KEGG_MEDICUS_REFERENCE_LONG_PATCH_BER	KEGG_MEDICUS_REFERENCE_LONG_PATCH_BER	Details ...	17	0.75459373	2.1739573	0.0	1.7287879E-4	0.002	3911	tags=82%, list=19%, signal=102%	
KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION	KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION	Details ...	17	0.7413708	2.173646	0.0	1.6207386E-4	0.002	2566	tags=59%, list=12%, signal=67%	
KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_OUTER_KINETOCHORE	KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_OUTER_KINETOCHORE	Details ...	15	0.77054435	2.1404874	0.0	2.9968235E-4	0.004	1793	tags=67%, list=9%, signal=73%	
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I	KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I	Details ...	38	0.5801008	2.083532	0.0	3.4932117E-4	0.005	6486	tags=71%, list=32%, signal=104%	
KEGG_MEDICUS_REFERENCE_ASSEMBLY_AND_TRAFFICKING_OF_TELOMERASE	KEGG_MEDICUS_REFERENCE_ASSEMBLY_AND_TRAFFICKING_OF_TELOMERASE	Details ...	19	0.6730969	2.0642629	0.0	6.822374E-4	0.01	3056	tags=53%, list=15%, signal=62%	
KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR	KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR	Details ...	26	0.63123816	2.064097	0.0	6.4812554E-4	0.01	4362	tags=65%, list=21%, signal=83%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I		39	0.5830649	2.060028	0.0	7.446562E-4	0.012	5657	tags=64%, list=28%, signal=88%	
KEGG_MEDICUS_REFERENCE_DISASSEMBLY_OF_MCC	KEGG_MEDICUS_REFERENCE_DISASSEMBLY_OF_MCC		17	0.6971369	2.0499182	0.0	9.640256E-4	0.015	1690	tags=47%, list=8%, signal=51%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I		45	0.53957415	1.9965664	0.0	0.00223773	0.039	5657	tags=62%, list=28%, signal=86%	
KEGG_MEDICUS_REFERENCE_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	KEGG_MEDICUS_REFERENCE_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING		21	0.6491	1.9922304	0.0	0.0023082108	0.042	1690	tags=38%, list=8%, signal=41%	
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I		39	0.5350629	1.9356005	0.0	0.004019093	0.076	5657	tags=62%, list=28%, signal=85%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I		39	0.50360596	1.8685656	0.0	0.008804282	0.159	5657	tags=62%, list=28%, signal=85%	
KEGG_MEDICUS_REFERENCE_CONDENSIN_LOADING	KEGG_MEDICUS_REFERENCE_CONDENSIN_LOADING		20	0.59562254	1.8554586	0.0	0.009900737	0.184	1892	tags=40%, list=9%, signal=44%	
KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION	KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION		21	0.5910703	1.8412813	0.0028328612	0.010601853	0.206	2350	tags=57%, list=11%, signal=64%	
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION	KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION		21	0.5858731	1.8256639	0.0	0.012246472	0.241	2350	tags=57%, list=11%, signal=64%	
KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT	KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT		18	0.6020503	1.768613	0.0026737968	0.018830292	0.363	2350	tags=61%, list=11%, signal=69%	
KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS	KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS		24	0.53227717	1.7307113	0.0054347827	0.026278447	0.49	2013	tags=33%, list=10%, signal=37%	
KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_ANAPHASE	KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_ANAPHASE		16	0.59519815	1.7207063	0.01344086	0.027619172	0.513	2072	tags=38%, list=10%, signal=42%	
KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING		16	0.5876945	1.6892276	0.013333334	0.035139136	0.611	1690	tags=31%, list=8%, signal=34%	
KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_PROPHASE	KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_PROPHASE		15	0.57866853	1.6698294	0.017766498	0.03914527	0.663	1697	tags=40%, list=8%, signal=44%	
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS	KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS		18	0.5606369	1.6694155	0.013623978	0.038026832	0.663	2350	tags=56%, list=11%, signal=63%	
KEGG_MEDICUS_REFERENCE_CORE_NER_REACTION	KEGG_MEDICUS_REFERENCE_CORE_NER_REACTION		29	0.47700527	1.6148344	0.005988024	0.055689707	0.793	3363	tags=38%, list=16%, signal=45%	
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_P27_CELL_CYCLE_G1_S	KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_P27_CELL_CYCLE_G1_S		15	0.5542033	1.5800378	0.028871391	0.06822699	0.865	5056	tags=67%, list=25%, signal=88%	
KEGG_MEDICUS_REFERENCE_N_GLYCAN_BIOSYNTHESIS	KEGG_MEDICUS_REFERENCE_N_GLYCAN_BIOSYNTHESIS		16	0.53655565	1.5613699	0.026954178	0.07524101	0.895	3143	tags=50%, list=15%, signal=59%	
KEGG_MEDICUS_REFERENCE_MICROTUBULE_NUCLEATION	KEGG_MEDICUS_REFERENCE_MICROTUBULE_NUCLEATION		24	0.46908924	1.5352271	0.03794038	0.08741557	0.928	2350	tags=42%, list=11%, signal=47%	
KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY		24	0.4785485	1.5140294	0.034383953	0.09782247	0.953	3065	tags=50%, list=15%, signal=59%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT		22	0.48544148	1.5034223	0.051490515	0.10196042	0.964	2950	tags=55%, list=14%, signal=64%	
KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT		17	0.5157303	1.4978304	0.055702917	0.103206046	0.967	2950	tags=59%, list=14%, signal=69%	
KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE	KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE		29	0.44010004	1.4885819	0.027190333	0.10610023	0.974	2795	tags=38%, list=14%, signal=44%	
KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS	KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS		49	0.37440255	1.4664121	0.032894738	0.11963238	0.986	5780	tags=51%, list=28%, signal=71%	
KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119	KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119		20	0.47678056	1.4505231	0.05699482	0.1277726	0.989	5544	tags=70%, list=27%, signal=96%	
KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT	KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT		28	0.4323878	1.4499044	0.054755043	0.12560004	0.989	2971	tags=43%, list=14%, signal=50%	
KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPGD_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPGD_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY		28	0.4311398	1.4453404	0.060240965	0.12648997	0.989	3065	tags=43%, list=15%, signal=50%	
KEGG_MEDICUS_REFERENCE_TELOMERE_ELONGATION	KEGG_MEDICUS_REFERENCE_TELOMERE_ELONGATION		16	0.49778554	1.4282368	0.08469945	0.1358088	0.991	6060	tags=63%, list=30%, signal=89%	
KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT		22	0.44013813	1.4174552	0.04896907	0.14115742	0.995	2350	tags=41%, list=11%, signal=46%	
KEGG_MEDICUS_ENV_FACTOR_ZN_TO_ANTEROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_ENV_FACTOR_ZN_TO_ANTEROGRADE_AXONAL_TRANSPORT		17	0.47214946	1.3843471	0.082474224	0.16699046	0.999	3343	tags=59%, list=16%, signal=70%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT		16	0.47503823	1.3743197	0.11420613	0.17220296	1.0	2350	tags=50%, list=11%, signal=56%	
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT	KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT		23	0.4217109	1.364041	0.07082153	0.17872769	1.0	2350	tags=39%, list=11%, signal=44%	
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY		15	0.48693925	1.3601338	0.10242587	0.17899086	1.0	2350	tags=53%, list=11%, signal=60%	
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY		17	0.46198162	1.354817	0.08959538	0.18108797	1.0	3065	tags=47%, list=15%, signal=55%	
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY		29	0.4042179	1.3536996	0.087878786	0.17898855	1.0	3065	tags=41%, list=15%, signal=49%	
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY		19	0.4375741	1.3439753	0.105793454	0.18514618	1.0	3065	tags=47%, list=15%, signal=56%	
KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES	KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES		25	0.42728725	1.3435627	0.078078076	0.1822214	1.0	5398	tags=60%, list=26%, signal=81%	
KEGG_MEDICUS_REFERENCE_BRANCHING_MICROTUBULE_NUCLEATION	KEGG_MEDICUS_REFERENCE_BRANCHING_MICROTUBULE_NUCLEATION		29	0.3932387	1.3128082	0.10526316	0.21204612	1.0	2350	tags=31%, list=11%, signal=35%	
KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY		19	0.4240384	1.2955694	0.14845939	0.22675791	1.0	2350	tags=42%, list=11%, signal=48%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ANTEROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ANTEROGRADE_AXONAL_TRANSPORT		24	0.4028155	1.2943213	0.14454277	0.2243491	1.0	2350	tags=38%, list=11%, signal=42%	
KEGG_MEDICUS_REFERENCE_NUCLEAR_EXPORT_OF_MRNA	KEGG_MEDICUS_REFERENCE_NUCLEAR_EXPORT_OF_MRNA		25	0.38517186	1.2775602	0.14670658	0.23822373	1.0	5850	tags=52%, list=28%, signal=73%	
KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY	KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY		22	0.40459532	1.2652452	0.134375	0.24930872	1.0	4476	tags=36%, list=22%, signal=46%	
KEGG_MEDICUS_REFERENCE_TRANSCRIPTION_COUPLED_NER	KEGG_MEDICUS_REFERENCE_TRANSCRIPTION_COUPLED_NER		29	0.380893	1.2651497	0.11676647	0.245492	1.0	5872	tags=45%, list=29%, signal=63%	
KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS	KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS		15	0.440617	1.2464825	0.18786128	0.26372507	1.0	1951	tags=27%, list=10%, signal=29%	
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT	KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT		40	0.33141768	1.2208716	0.1633987	0.29273647	1.0	2795	tags=35%, list=14%, signal=40%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT		23	0.38931808	1.2155625	0.1923077	0.29512677	1.0	2350	tags=39%, list=11%, signal=44%	
KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH	KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH		20	0.39473748	1.1992806	0.21978022	0.31339246	1.0	2350	tags=40%, list=11%, signal=45%	
KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY		21	0.38044894	1.1858772	0.18731989	0.32815936	1.0	3484	tags=48%, list=17%, signal=57%	
KEGG_MEDICUS_REFERENCE_CA2_ENTRY_VOLTAGE_GATED_CA2_CHANNEL	KEGG_MEDICUS_REFERENCE_CA2_ENTRY_VOLTAGE_GATED_CA2_CHANNEL		25	0.35957628	1.1679575	0.22157435	0.3503035	1.0	3167	tags=28%, list=15%, signal=33%	
KEGG_MEDICUS_REFERENCE_TLR7_9_IRF7_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TLR7_9_IRF7_SIGNALING_PATHWAY		20	0.36380678	1.1199068	0.27146813	0.4220897	1.0	4451	tags=20%, list=22%, signal=26%	
KEGG_MEDICUS_REFERENCE_TLR3_IRF7_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TLR3_IRF7_SIGNALING_PATHWAY		19	0.37026155	1.1184357	0.28877005	0.41846523	1.0	3829	tags=21%, list=19%, signal=26%	
KEGG_MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY		35	0.32240695	1.1083025	0.26586103	0.4298872	1.0	3484	tags=46%, list=17%, signal=55%	
KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT		41	0.29400334	1.0706761	0.33639145	0.49172693	1.0	2853	tags=27%, list=14%, signal=31%	
KEGG_MEDICUS_REFERENCE_E2_ER_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_E2_ER_RAS_ERK_SIGNALING_PATHWAY		23	0.34007192	1.0588613	0.35526314	0.50777173	1.0	2644	tags=30%, list=13%, signal=35%	
KEGG_MEDICUS_REFERENCE_P300_P21_CELL_CYCLE_G1_S	KEGG_MEDICUS_REFERENCE_P300_P21_CELL_CYCLE_G1_S		15	0.37223953	1.0482507	0.39841688	0.5207892	1.0	3316	tags=40%, list=16%, signal=48%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT		43	0.276686	1.0422252	0.34796238	0.5257412	1.0	2853	tags=26%, list=14%, signal=30%	
KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119	KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119		31	0.29254693	1.0081224	0.44117647	0.585591	1.0	3735	tags=35%, list=18%, signal=43%	
KEGG_MEDICUS_REFERENCE_GLOBAL_GENOME_NER	KEGG_MEDICUS_REFERENCE_GLOBAL_GENOME_NER		18	0.33092916	0.98200357	0.44535518	0.63453335	1.0	4407	tags=33%, list=21%, signal=42%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_TRANSPORT_OF_CALCIUM	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_TRANSPORT_OF_CALCIUM		18	0.31149486	0.9480044	0.5213904	0.70289534	1.0	4476	tags=33%, list=22%, signal=43%	
KEGG_MEDICUS_REFERENCE_TNF_P38_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TNF_P38_SIGNALING_PATHWAY		24	0.28403836	0.93320966	0.5694051	0.72827923	1.0	1666	tags=21%, list=8%, signal=23%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY		15	0.3322125	0.9281397	0.5547074	0.73091406	1.0	4476	tags=47%, list=22%, signal=60%	
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_PRKACA_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_PRKACA_TO_ACTH_CORTISOL_SIGNALING_PATHWAY		17	0.31351823	0.9226058	0.58171743	0.7349301	1.0	2644	tags=29%, list=13%, signal=34%	
KEGG_MEDICUS_REFERENCE_P4_PR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_P4_PR_RAS_ERK_SIGNALING_PATHWAY		16	0.31103685	0.9023824	0.58563536	0.77096117	1.0	2345	tags=25%, list=11%, signal=28%	
KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_RAS_ERK_SIGNALING_PATHWAY		15	0.3270462	0.890895	0.6356383	0.78741413	1.0	2345	tags=27%, list=11%, signal=30%	
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKAR1A_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKAR1A_TO_ACTH_CORTISOL_SIGNALING_PATHWAY		18	0.30428535	0.89070195	0.6450777	0.7785315	1.0	2644	tags=28%, list=13%, signal=32%	
KEGG_MEDICUS_REFERENCE_MGLUR5_CA2_APOPTOTIC_PATHWAY	KEGG_MEDICUS_REFERENCE_MGLUR5_CA2_APOPTOTIC_PATHWAY		21	0.2839242	0.8885	0.6170799	0.7743344	1.0	4811	tags=38%, list=23%, signal=50%	
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_TNF_NFKB_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_TNF_NFKB_SIGNALING_PATHWAY		15	0.3097087	0.8803742	0.64615387	0.7836447	1.0	5452	tags=33%, list=27%, signal=45%	
