NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	Details ...	18	-0.5426872	-1.4951249	0.054628223	0.28949866	1.0	5630	tags=72%, list=27%, signal=99%	
KEGG_MEDICUS_REFERENCE_CXCR4_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR4_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	Details ...	21	-0.53505826	-1.4885898	0.044822257	0.28696826	1.0	5630	tags=71%, list=27%, signal=98%	
KEGG_MEDICUS_REFERENCE_PTH_PTH1R_PKA_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_PTH_PTH1R_PKA_SIGNALING_PATHWAY	Details ...	15	-0.56368333	-1.4828081	0.058139537	0.2850213	1.0	3851	tags=40%, list=19%, signal=49%	
KEGG_MEDICUS_REFERENCE_GPCR_PLCB_ITPR_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_GPCR_PLCB_ITPR_SIGNALING_PATHWAY	Details ...	50	-0.43742073	-1.4678627	0.025139665	0.3025468	1.0	7377	tags=60%, list=36%, signal=93%	
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAQ_PLCB_G_CALCINEURIN	KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAQ_PLCB_G_CALCINEURIN		17	-0.5361069	-1.4246094	0.07378336	0.3904603	1.0	5630	tags=71%, list=27%, signal=97%	
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_PTP	KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_PTP		20	-0.5096435	-1.4106418	0.06504065	0.41073775	1.0	5363	tags=50%, list=26%, signal=68%	
KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY		17	-0.51931524	-1.3923441	0.06933744	0.44083884	1.0	2738	tags=35%, list=13%, signal=41%	
KEGG_MEDICUS_REFERENCE_BMP_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_BMP_SIGNALING_PATHWAY		20	-0.50534135	-1.3843102	0.079027355	0.44524044	1.0	2817	tags=40%, list=14%, signal=46%	
KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY		31	-0.45152178	-1.3749098	0.077844314	0.45310205	1.0	4748	tags=29%, list=23%, signal=38%	
KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY	KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY		22	-0.47741732	-1.3656409	0.0882353	0.46067557	1.0	4111	tags=36%, list=20%, signal=45%	
KEGG_MEDICUS_REFERENCE_FGF_FGFR_PI3K_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_FGF_FGFR_PI3K_SIGNALING_PATHWAY		31	-0.43936467	-1.3569521	0.075075075	0.4667278	1.0	4530	tags=35%, list=22%, signal=45%	
KEGG_MEDICUS_REFERENCE_BCR_PLCG_CALCINEURIN_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_BCR_PLCG_CALCINEURIN_SIGNALING_PATHWAY		17	-0.5046401	-1.3553612	0.10501567	0.45464247	1.0	5630	tags=65%, list=27%, signal=89%	
KEGG_MEDICUS_REFERENCE_RELN_VLDLR_PI3K_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_RELN_VLDLR_PI3K_SIGNALING_PATHWAY		15	-0.533789	-1.3536705	0.12077295	0.44347885	1.0	3974	tags=40%, list=19%, signal=50%	
KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_ERK_SIGNALING_PATHWAY		15	-0.51925284	-1.3530777	0.12052117	0.43032876	1.0	907	tags=20%, list=4%, signal=21%	
KEGG_MEDICUS_REFERENCE_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_PRNP_PI3K_NOX2_SIGNALING_PATHWAY		29	-0.44386092	-1.3280146	0.11388455	0.48225406	1.0	4080	tags=38%, list=20%, signal=47%	
KEGG_MEDICUS_REFERENCE_LHCGR_GNAS_PKA_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_LHCGR_GNAS_PKA_SIGNALING_PATHWAY		16	-0.49876672	-1.3252954	0.123128116	0.47482473	1.0	3851	tags=38%, list=19%, signal=46%	
KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS	KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS		18	-0.4841242	-1.304431	0.13344051	0.5175384	1.0	4015	tags=33%, list=20%, signal=41%	
KEGG_MEDICUS_REFERENCE_BMP_SIGNALING_PATHWAY_BMP_ANTAGONIST	KEGG_MEDICUS_REFERENCE_BMP_SIGNALING_PATHWAY_BMP_ANTAGONIST		15	-0.5027269	-1.3032212	0.1398374	0.50626856	1.0	1670	tags=33%, list=8%, signal=36%	
KEGG_MEDICUS_REFERENCE_WNT5A_ROR_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_WNT5A_ROR_SIGNALING_PATHWAY		16	-0.5012137	-1.2988389	0.15007898	0.5032908	1.0	1887	tags=31%, list=9%, signal=34%	
KEGG_MEDICUS_VARIANT_MLL_AF4_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	KEGG_MEDICUS_VARIANT_MLL_AF4_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION		25	-0.4394055	-1.295134	0.14414415	0.49832723	1.0	4315	tags=36%, list=21%, signal=46%	
KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_CAMK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_CAMK_SIGNALING_PATHWAY		15	-0.49920818	-1.2874522	0.13930348	0.50426584	1.0	2738	tags=33%, list=13%, signal=38%	
KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY		23	-0.45515898	-1.2858539	0.1529052	0.49540603	1.0	3539	tags=30%, list=17%, signal=37%	
KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY		23	-0.43617907	-1.2711939	0.14626865	0.521986	1.0	4015	tags=30%, list=20%, signal=38%	
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY		27	-0.41738564	-1.2687674	0.15957446	0.51588535	1.0	4080	tags=41%, list=20%, signal=51%	
KEGG_MEDICUS_REFERENCE_CXCL12_CXCR4_PKC_ERK_SIGNALING_PATHAWAY	KEGG_MEDICUS_REFERENCE_CXCL12_CXCR4_PKC_ERK_SIGNALING_PATHAWAY		19	-0.461331	-1.2657871	0.17014447	0.51075363	1.0	6524	tags=53%, list=32%, signal=77%	
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR	KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR		26	-0.43461242	-1.2642602	0.15325077	0.50224143	1.0	5156	tags=46%, list=25%, signal=62%	
KEGG_MEDICUS_REFERENCE_FGF_FGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_FGF_FGFR_RAS_ERK_SIGNALING_PATHWAY		35	-0.39161554	-1.2292553	0.16838996	0.58191776	1.0	3390	tags=26%, list=17%, signal=31%	
KEGG_MEDICUS_REFERENCE_TLR2_4_MAPK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TLR2_4_MAPK_SIGNALING_PATHWAY		26	-0.41448644	-1.2264937	0.17480315	0.5762098	1.0	5936	tags=54%, list=29%, signal=76%	
KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_PLCB_PKC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_PLCB_PKC_SIGNALING_PATHWAY		31	-0.39814937	-1.222065	0.18	0.57507503	1.0	3596	tags=32%, list=18%, signal=39%	
KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY		30	-0.39090082	-1.2113527	0.19873817	0.591856	1.0	5666	tags=47%, list=28%, signal=64%	
KEGG_MEDICUS_REFERENCE_CRHR_PKA_ACTH_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CRHR_PKA_ACTH_SIGNALING_PATHWAY		27	-0.40837643	-1.2094529	0.20150375	0.58424485	1.0	4080	tags=41%, list=20%, signal=51%	
KEGG_MEDICUS_REFERENCE_FSHR_GNAS_PKA_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_FSHR_GNAS_PKA_SIGNALING_PATHWAY		16	-0.44460958	-1.1838465	0.259375	0.642847	1.0	3851	tags=31%, list=19%, signal=38%	
KEGG_MEDICUS_REFERENCE_CA2_CAM_CAMK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CA2_CAM_CAMK_SIGNALING_PATHWAY		19	-0.4307053	-1.1828514	0.2428115	0.6323412	1.0	2738	tags=32%, list=13%, signal=36%	
KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_RAS_ERK_SIGNALING_PATHWAY		19	-0.43020308	-1.1804482	0.24691358	0.62647843	1.0	2346	tags=21%, list=11%, signal=24%	
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY		46	-0.3575408	-1.1766427	0.20930232	0.62423325	1.0	6464	tags=54%, list=31%, signal=79%	
KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY		45	-0.34896824	-1.1486062	0.26264045	0.6894109	1.0	6464	tags=53%, list=31%, signal=78%	
KEGG_MEDICUS_VARIANT_CYP11B1_CYP11B2_FUSION_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_CYP11B1_CYP11B2_FUSION_TO_ACTH_CORTISOL_SIGNALING_PATHWAY		31	-0.36630732	-1.1293457	0.28041542	0.7313538	1.0	4080	tags=35%, list=20%, signal=44%	
KEGG_MEDICUS_REFERENCE_ACTH_CORTISOL_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ACTH_CORTISOL_SIGNALING_PATHWAY		32	-0.355424	-1.0984931	0.32097003	0.8072313	1.0	4080	tags=34%, list=20%, signal=43%	
KEGG_MEDICUS_REFERENCE_CCR5_GNB_G_PLCB_G_PKC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CCR5_GNB_G_PLCB_G_PKC_SIGNALING_PATHWAY		26	-0.36867705	-1.0976462	0.3409786	0.79515254	1.0	4937	tags=35%, list=24%, signal=46%	
KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY		30	-0.3538398	-1.0891259	0.34579438	0.80620694	1.0	4275	tags=37%, list=21%, signal=46%	
KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY		30	-0.35150644	-1.0866146	0.3402985	0.7990276	1.0	4937	tags=33%, list=24%, signal=44%	
KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY		26	-0.36642033	-1.0847964	0.3470948	0.7897934	1.0	4080	tags=35%, list=20%, signal=43%	
KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY		37	-0.34313297	-1.0828649	0.33084947	0.7818288	1.0	6269	tags=54%, list=31%, signal=78%	
KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_CDC42_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_CDC42_SIGNALING_PATHWAY		26	-0.36300638	-1.0664344	0.35939848	0.8155828	1.0	4391	tags=38%, list=21%, signal=49%	
KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY		26	-0.35441443	-1.0578917	0.36526945	0.82631516	1.0	1321	tags=19%, list=6%, signal=21%	
KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY		31	-0.34272668	-1.0568714	0.37185186	0.8159526	1.0	1413	tags=16%, list=7%, signal=17%	
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY	KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY		18	-0.38420415	-1.0475471	0.38065523	0.82888645	1.0	1736	tags=17%, list=8%, signal=18%	
KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_PI3K_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_PI3K_SIGNALING_PATHWAY		15	-0.40328124	-1.0439386	0.3952	0.82563275	1.0	3974	tags=40%, list=19%, signal=50%	
KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_PI3K_AKT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_PI3K_AKT_SIGNALING_PATHWAY		25	-0.35286424	-1.0348859	0.41524106	0.8372467	1.0	2117	tags=20%, list=10%, signal=22%	
KEGG_MEDICUS_REFERENCE_GHRHR_PKA_GH_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_GHRHR_PKA_GH_SIGNALING_PATHWAY		28	-0.34532058	-1.031431	0.4333844	0.83438575	1.0	4080	tags=32%, list=20%, signal=40%	
KEGG_MEDICUS_REFERENCE_IL1_IL1R_JNK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_IL1_IL1R_JNK_SIGNALING_PATHWAY		19	-0.37172744	-1.0217718	0.4355346	0.8481259	1.0	3714	tags=32%, list=18%, signal=39%	
KEGG_MEDICUS_REFERENCE_TYPE_II_INTERFERON_TO_JAK_STAT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TYPE_II_INTERFERON_TO_JAK_STAT_SIGNALING_PATHWAY		21	-0.36621016	-1.0205127	0.4399376	0.83907753	1.0	6707	tags=29%, list=33%, signal=42%	
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY		24	-0.35476092	-1.0203315	0.4470405	0.82729197	1.0	4080	tags=38%, list=20%, signal=47%	
KEGG_MEDICUS_REFERENCE_IL1_IL1R_P38_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_IL1_IL1R_P38_SIGNALING_PATHWAY		17	-0.38241774	-1.0156188	0.45800316	0.8281757	1.0	3728	tags=41%, list=18%, signal=50%	
KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_RAS_ERK_SIGNALING_PATHWAY		17	-0.38057464	-1.0152111	0.4416	0.817778	1.0	2404	tags=24%, list=12%, signal=27%	
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_ACYLATION	KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_ACYLATION		19	-0.36558378	-1.0136392	0.42172524	0.8106589	1.0	6269	tags=47%, list=31%, signal=68%	
KEGG_MEDICUS_REFERENCE_CCR2_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CCR2_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY		31	-0.32586065	-1.0082937	0.4611872	0.81431365	1.0	4937	tags=32%, list=24%, signal=42%	
KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY		28	-0.33583236	-0.9989999	0.4611872	0.82700425	1.0	1800	tags=18%, list=9%, signal=20%	
KEGG_MEDICUS_REFERENCE_TSH_TG_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TSH_TG_SIGNALING_PATHWAY		29	-0.32431617	-0.98468095	0.47703704	0.85256463	1.0	5260	tags=41%, list=26%, signal=56%	
KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGEF_RHOA_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGEF_RHOA_SIGNALING_PATHWAY		22	-0.34139034	-0.9782705	0.47538462	0.8574439	1.0	4275	tags=32%, list=21%, signal=40%	
KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY		20	-0.35261282	-0.9771583	0.49520767	0.84928465	1.0	5639	tags=40%, list=27%, signal=55%	
KEGG_MEDICUS_REFERENCE_HGF_MET_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_HGF_MET_RAS_ERK_SIGNALING_PATHWAY		15	-0.37183952	-0.9751259	0.47929937	0.8433154	1.0	3224	tags=27%, list=16%, signal=32%	
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_FGF17_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_FGF17_TO_RAS_ERK_SIGNALING_PATHWAY		15	-0.37210464	-0.96250373	0.51111114	0.8636714	1.0	2836	tags=27%, list=14%, signal=31%	
KEGG_MEDICUS_REFERENCE_AREG_EGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_AREG_EGFR_RAS_ERK_SIGNALING_PATHWAY		15	-0.3712175	-0.95953697	0.5332226	0.8599222	1.0	2404	tags=20%, list=12%, signal=23%	
KEGG_MEDICUS_REFERENCE_GNRH_GNRHR_PLCB_PKC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_GNRH_GNRHR_PLCB_PKC_SIGNALING_PATHWAY		21	-0.3398047	-0.9571658	0.50708663	0.8553021	1.0	6524	tags=48%, list=32%, signal=70%	
KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY		35	-0.30244294	-0.94714177	0.551145	0.869079	1.0	5201	tags=34%, list=25%, signal=46%	
KEGG_MEDICUS_REFERENCE_TGFA_EGFR_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TGFA_EGFR_RAS_ERK_SIGNALING_PATHWAY		15	-0.36268464	-0.9348902	0.55	0.88863766	1.0	3564	tags=27%, list=17%, signal=32%	
KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGAP_RHOA_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGAP_RHOA_SIGNALING_PATHWAY		22	-0.3348354	-0.9348554	0.55846155	0.87818235	1.0	4275	tags=32%, list=21%, signal=40%	
KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY		28	-0.30975947	-0.9301529	0.5755725	0.87897843	1.0	4275	tags=32%, list=21%, signal=41%	
KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY		15	-0.3577199	-0.9300445	0.53642386	0.86895525	1.0	2404	tags=20%, list=12%, signal=23%	
KEGG_MEDICUS_REFERENCE_SKELETAL_TYPE_VGCC_RYR_SIGNALING	KEGG_MEDICUS_REFERENCE_SKELETAL_TYPE_VGCC_RYR_SIGNALING		21	-0.32802308	-0.9255982	0.5696595	0.86915725	1.0	3881	tags=29%, list=19%, signal=35%	
