NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_RNA_DEGRADATION	KEGG_RNA_DEGRADATION		50	0.35575154	1.3221787	0.086666666	0.12971291	0.978	4624	tags=36%, list=23%, signal=46%	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION		80	0.31636107	1.3202072	0.046875	0.12644984	0.978	5123	tags=31%, list=25%, signal=41%	
KEGG_OTHER_GLYCAN_DEGRADATION	KEGG_OTHER_GLYCAN_DEGRADATION		15	0.43175894	1.2278113	0.20631067	0.21667515	0.996	6501	tags=60%, list=32%, signal=88%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		42	0.3283867	1.2206551	0.14469454	0.21878082	0.997	2615	tags=29%, list=13%, signal=33%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE		144	0.2606743	1.1970307	0.06878307	0.24418043	0.998	5248	tags=40%, list=26%, signal=54%	
KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM		148	0.24054885	1.1277534	0.15053764	0.35075325	1.0	3062	tags=24%, list=15%, signal=28%	
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER		69	0.2695937	1.0961818	0.2784314	0.4059147	1.0	3306	tags=29%, list=16%, signal=34%	
KEGG_RNA_POLYMERASE	KEGG_RNA_POLYMERASE		28	0.32721907	1.0904654	0.297546	0.40641493	1.0	5376	tags=39%, list=26%, signal=53%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		35	0.29745057	1.0709009	0.32768363	0.43657786	1.0	1965	tags=20%, list=10%, signal=22%	
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY		53	0.2556927	1.0059649	0.42857143	0.58444184	1.0	958	tags=9%, list=5%, signal=10%	
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS		15	0.35114577	0.9992816	0.45888594	0.5879868	1.0	4732	tags=47%, list=23%, signal=61%	
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER		62	0.24598394	0.9992601	0.41825095	0.57295704	1.0	2115	tags=21%, list=10%, signal=23%	
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM		34	0.26652476	0.9449441	0.5495495	0.70647013	1.0	2295	tags=24%, list=11%, signal=26%	
KEGG_ONE_CARBON_POOL_BY_FOLATE	KEGG_ONE_CARBON_POOL_BY_FOLATE		17	0.3096117	0.9240069	0.56559765	0.74802834	1.0	1757	tags=24%, list=9%, signal=26%	
KEGG_BASAL_TRANSCRIPTION_FACTORS	KEGG_BASAL_TRANSCRIPTION_FACTORS		35	0.25393063	0.89034367	0.6585366	0.8200088	1.0	4141	tags=29%, list=20%, signal=36%	
KEGG_CARDIAC_MUSCLE_CONTRACTION	KEGG_CARDIAC_MUSCLE_CONTRACTION		73	0.20637004	0.85799134	0.7827869	0.8780053	1.0	3318	tags=21%, list=16%, signal=24%	
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS		16	0.27760598	0.7887507	0.75945944	0.99085206	1.0	3428	tags=38%, list=17%, signal=45%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE		26	0.24066083	0.7826641	0.80473375	0.97810024	1.0	3008	tags=27%, list=15%, signal=32%	
KEGG_O_GLYCAN_BIOSYNTHESIS	KEGG_O_GLYCAN_BIOSYNTHESIS		26	0.22278503	0.7054205	0.9189189	1.0	1.0	4142	tags=35%, list=20%, signal=43%	
KEGG_ASTHMA	KEGG_ASTHMA		28	0.19579732	0.68345493	0.9551821	1.0	1.0	44	tags=4%, list=0%, signal=4%	
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS		41	0.168505	0.6189446	0.9936306	1.0	1.0	5764	tags=29%, list=28%, signal=41%	
KEGG_PRIMARY_IMMUNODEFICIENCY	KEGG_PRIMARY_IMMUNODEFICIENCY		35	0.14988418	0.5331266	1.0	1.0	1.0	3021	tags=11%, list=15%, signal=13%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		20	0.17188479	0.5327526	0.9947917	0.99724936	1.0	1249	tags=10%, list=6%, signal=11%	
