"NAME","GS.br..follow.link.to.MSigDB","GS.DETAILS","SIZE","ES","NES","NOM.p.val","FDR.q.val","FWER.p.val","RANK.AT.MAX","LEADING.EDGE","X","direction","Database"
"KEGG_MEDICUS_REFERENCE_ASSEMBLY_AND_TRAFFICKING_OF_TELOMERASE","KEGG_MEDICUS_REFERENCE_ASSEMBLY_AND_TRAFFICKING_OF_TELOMERASE","Details ...",19,0.77156484,1.8647733,0,0.003763556,0.045,3056,"tags=53%, list=15%, signal=62%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_DISASSEMBLY_OF_MCC","KEGG_MEDICUS_REFERENCE_DISASSEMBLY_OF_MCC","Details ...",17,0.7821791,1.8523926,0,0.0040929583,0.052,1690,"tags=47%, list=8%, signal=51%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR","KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR","Details ...",26,0.69341385,1.8465891,0.003125,0.004156069,0.056,4362,"tags=65%, list=21%, signal=83%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_PROTEIN_EXPORT","KEGG_PROTEIN_EXPORT","Details ...",22,0.70412403,1.8157277,0.0031746032,0.005795196,0.03,3927,"tags=64%, list=19%, signal=79%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I","KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I","Details ...",38,0.6425843,1.8073598,0,0.00727372,0.101,5177,"tags=58%, list=25%, signal=77%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I","Details ...",39,0.6450799,1.8056759,0,0.0070627504,0.102,5177,"tags=59%, list=25%, signal=79%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_LONG_PATCH_BER","KEGG_MEDICUS_REFERENCE_LONG_PATCH_BER","",17,0.7825135,1.803406,0,0.0071286596,0.107,3363,"tags=76%, list=16%, signal=91%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_HOMOLOGOUS_RECOMBINATION","KEGG_HOMOLOGOUS_RECOMBINATION","Details ...",24,0.70972204,1.7954513,0.0030959751,0.0056027714,0.034,3363,"tags=50%, list=16%, signal=60%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MISMATCH_REPAIR","KEGG_MISMATCH_REPAIR","Details ...",23,0.70515597,1.7729955,0.003125,0.0072335578,0.049,4362,"tags=65%, list=21%, signal=83%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION","",35,0.64496386,1.7633513,0,0.01280096,0.184,4293,"tags=74%, list=21%, signal=94%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I","",45,0.5960133,1.7481922,0.0037313432,0.014539318,0.216,5177,"tags=58%, list=25%, signal=77%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION","KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION","",35,0.6334914,1.7435384,0,0.014673566,0.227,4293,"tags=74%, list=21%, signal=94%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_CONDENSIN_LOADING","KEGG_MEDICUS_REFERENCE_CONDENSIN_LOADING","",20,0.7023095,1.7305212,0.009259259,0.016727267,0.26,1892,"tags=40%, list=9%, signal=44%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_OXIDATIVE_PHOSPHORYLATION","KEGG_OXIDATIVE_PHOSPHORYLATION","Details ...",101,0.5071654,1.704768,0,0.015024415,0.109,4224,"tags=38%, list=21%, signal=47%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS","KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS","",24,0.6615604,1.7020148,0.0029850747,0.023489844,0.357,2013,"tags=33%, list=10%, signal=37%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS","Details ...",22,0.68983316,1.6760172,0.015432099,0.018298605,0.146,3128,"tags=41%, list=15%, signal=48%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_N_GLYCAN_BIOSYNTHESIS","KEGG_N_GLYCAN_BIOSYNTHESIS","Details ...",46,0.5577622,1.6524413,0.011278195,0.021170031,0.178,3552,"tags=46%, list=17%, signal=55%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_PYRIMIDINE_METABOLISM","KEGG_PYRIMIDINE_METABOLISM","Details ...",95,0.49668908,1.6509672,0,0.019683322,0.18,3419,"tags=36%, list=17%, signal=43%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I","KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I","",39,0.5811891,1.6290683,0.006968641,0.047618866,0.618,5177,"tags=56%, list=25%, signal=75%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_NUCLEOTIDE_EXCISION_REPAIR","KEGG_NUCLEOTIDE_EXCISION_REPAIR","Details ...",44,0.55466044,1.6180387,0.00754717,0.024654403,0.242,3517,"tags=36%, list=17%, signal=44%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING","KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING","",16,0.71166664,1.6088282,0.011173184,0.055616982,0.686,1690,"tags=31%, list=8%, signal=34%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_ANAPHASE","KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_ANAPHASE","",16,0.7063183,1.5987043,0.031746034,0.058059495,0.711,2072,"tags=38%, list=10%, signal=42%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_CORE_NER_REACTION","KEGG_MEDICUS_REFERENCE_CORE_NER_REACTION","",29,0.5873878,1.5699184,0.017421603,0.0717842,0.783,3363,"tags=38%, list=16%, signal=45%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION","KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION","",21,0.62794167,1.5641127,0.024539877,0.072983615,0.807,2350,"tags=57%, list=11%, signal=64%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_LYSOSOME","KEGG_LYSOSOME","Details ...",118,0.4540707,1.5529984,0,0.041980665,0.404,3690,"tags=25%, list=18%, signal=30%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION","KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION","",21,0.637004,1.5470339,0.03076923,0.08126124,0.843,2350,"tags=57%, list=11%, signal=64%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_OOCYTE_MEIOSIS","KEGG_OOCYTE_MEIOSIS","Details ...",110,0.4597546,1.5465001,0,0.041302346,0.422,2126,"tags=21%, list=10%, signal=23%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_STEROID_BIOSYNTHESIS","KEGG_STEROID_BIOSYNTHESIS","Details ...",15,0.6608299,1.5218153,0.045454547,0.045789637,0.482,3573,"tags=47%, list=17%, signal=56%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_PROPHASE","KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_PROPHASE","",15,0.683879,1.5205717,0.04310345,0.096475,0.902,1697,"tags=40%, list=8%, signal=44%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT","KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT","",18,0.63906187,1.519126,0.03954802,0.094743006,0.903,2350,"tags=61%, list=11%, signal=69%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_SELENOAMINO_ACID_METABOLISM","KEGG_SELENOAMINO_ACID_METABOLISM","Details ...",24,0.58432674,1.4749213,0.036789298,0.06066531,0.602,2298,"tags=25%, list=11%, signal=28%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I","",39,0.50484407,1.455925,0.03137255,0.14256652,0.971,5177,"tags=56%, list=25%, signal=75%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_P53_SIGNALING_PATHWAY","KEGG_P53_SIGNALING_PATHWAY","Details ...",65,0.47140855,1.454654,0.005,0.06653607,0.657,2126,"tags=25%, list=10%, signal=27%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_VIBRIO_CHOLERAE_INFECTION","KEGG_VIBRIO_CHOLERAE_INFECTION","Details ...",53,0.47971794,1.4470482,0.016194332,0.06687328,0.677,3262,"tags=42%, list=16%, signal=49%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_P27_CELL_CYCLE_G1_S","KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_P27_CELL_CYCLE_G1_S","",15,0.60153496,1.4003859,0.07739938,0.1960237,0.995,3517,"tags=47%, list=17%, signal=56%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS","KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS","",18,0.5911774,1.3994403,0.07324841,0.19206558,0.995,2350,"tags=56%, list=11%, signal=63%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","Details ...",25,0.54762393,1.3973932,0.06375839,0.09009571,0.807,2013,"tags=32%, list=10%, signal=35%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_N_GLYCAN_BIOSYNTHESIS","KEGG_MEDICUS_REFERENCE_N_GLYCAN_BIOSYNTHESIS","",16,0.5886465,1.3851346,0.08169014,0.20363362,0.996,3143,"tags=50%, list=15%, signal=59%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_MICROTUBULE_NUCLEATION","KEGG_MEDICUS_REFERENCE_MICROTUBULE_NUCLEATION","",24,0.5330029,1.3638824,0.08681672,0.22506806,0.998,2350,"tags=42%, list=11%, signal=47%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_TRANSCRIPTION_COUPLED_NER","KEGG_MEDICUS_REFERENCE_TRANSCRIPTION_COUPLED_NER","",29,0.49880767,1.342758,0.06885246,0.24639584,1,4951,"tags=38%, list=24%, signal=50%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE","KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE","",29,0.50423986,1.3410017,0.072164945,0.2428468,1,2795,"tags=38%, list=14%, signal=44%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_TELOMERE_ELONGATION","KEGG_MEDICUS_REFERENCE_TELOMERE_ELONGATION","",16,0.5736404,1.3369488,0.12903225,0.24192782,1,4265,"tags=38%, list=21%, signal=47%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION","",85,0.4075233,1.334235,0.011299435,0.1338675,0.915,2126,"tags=22%, list=10%, signal=25%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_RNA_DEGRADATION","KEGG_RNA_DEGRADATION","",50,0.44885647,1.3316413,0.060085837,0.12984373,0.917,3968,"tags=32%, list=19%, signal=40%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION","",80,0.41334945,1.3226933,0.040816326,0.13159537,0.928,4011,"tags=24%, list=20%, signal=29%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_TLR7_9_IRF7_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TLR7_9_IRF7_SIGNALING_PATHWAY","",20,0.5447018,1.3177893,0.12427746,0.26214868,1,1365,"tags=10%, list=7%, signal=11%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","",32,0.4703069,1.3057078,0.07586207,0.14048654,0.947,1711,"tags=28%, list=8%, signal=31%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","",130,0.37598994,1.2794722,0.03125,0.16044863,0.974,3517,"tags=28%, list=17%, signal=34%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_BRANCHING_MICROTUBULE_NUCLEATION","KEGG_MEDICUS_REFERENCE_BRANCHING_MICROTUBULE_NUCLEATION","",29,0.47611946,1.2740952,0.14195584,0.3206011,1,2350,"tags=31%, list=11%, signal=35%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_PARKINSONS_DISEASE","KEGG_PARKINSONS_DISEASE","",99,0.3806076,1.273659,0.043209877,0.16037408,0.977,5248,"tags=43%, list=26%, signal=58%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY","KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY","",22,0.5221735,1.2710875,0.13968255,0.31861952,1,4476,"tags=36%, list=22%, signal=46%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT","",22,0.5107368,1.2664273,0.1329114,0.31938925,1,2950,"tags=55%, list=14%, signal=64%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","",28,0.48130432,1.2644254,0.12666667,0.31519946,1,2350,"tags=39%, list=11%, signal=44%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","",24,0.48325548,1.2539879,0.13157895,0.32612783,1,2514,"tags=46%, list=12%, signal=52%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT","KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT","",17,0.53620625,1.2509545,0.16101696,0.32369858,1,2950,"tags=59%, list=14%, signal=69%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_BLADDER_CANCER","KEGG_BLADDER_CANCER","",40,0.4290663,1.2452631,0.11111111,0.18471843,0.991,3030,"tags=35%, list=15%, signal=41%",NA,"Up_in_Tumor","KEGG_Legacy"
"KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS","KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS","",49,0.42041817,1.2296509,0.12244898,0.34942752,1,3374,"tags=33%, list=16%, signal=39%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_NUCLEAR_EXPORT_OF_MRNA","KEGG_MEDICUS_REFERENCE_NUCLEAR_EXPORT_OF_MRNA","",25,0.47601283,1.215609,0.18151815,0.36430892,1,1622,"tags=16%, list=8%, signal=17%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT","KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT","",22,0.48005578,1.2090378,0.17751479,0.36833915,1,2350,"tags=41%, list=11%, signal=46%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_CA2_ENTRY_VOLTAGE_GATED_CA2_CHANNEL","KEGG_MEDICUS_REFERENCE_CA2_ENTRY_VOLTAGE_GATED_CA2_CHANNEL","",25,0.4731818,1.203008,0.1875,0.3714178,1,3167,"tags=28%, list=15%, signal=33%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY","KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY","",17,0.5103865,1.2004963,0.20923077,0.36920387,1,3065,"tags=47%, list=15%, signal=55%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_REFERENCE_TLR3_IRF7_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TLR3_IRF7_SIGNALING_PATHWAY","",19,0.50058615,1.1854067,0.2191358,0.38808042,1,3829,"tags=21%, list=19%, signal=26%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","",23,0.4663748,1.1684277,0.21533923,0.4102288,1,2350,"tags=39%, list=11%, signal=44%",NA,"Up_in_Tumor","KEGG_Medicus"
"KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","",29,0.42433855,1.1650323,0.20224719,0.4092754,1,2514,"tags=38%, list=12%, signal=43%",NA,"Up_in_Tumor","KEGG_Medicus"
